regime,quantity,M,branch,tau_min,tau_max,k,a_k
replenishment 250 700,L,500,6,0.78,0.8,0,7.1716157
replenishment 250 700,L,500,6,0.78,0.8,1,0.00062535994
replenishment 250 700,L,500,6,0.78,0.8,2,-5.9069328e-06
replenishment 250 700,L,500,6,0.78,0.8,3,7.944137399999999e-07
replenishment 250 700,L,500,6,0.78,0.8,4,1.9407224999999998e-06
replenishment 250 700,L,500,6,0.78,0.8,5,-4.6542858e-07
replenishment 250 700,L,500,7,0.8,0.88,0,7.174828
replenishment 250 700,L,500,7,0.8,0.88,1,0.0025924216
replenishment 250 700,L,500,7,0.8,0.88,2,-9.274234099999999e-07
replenishment 250 700,L,500,7,0.8,0.88,3,-3.4867156e-08
replenishment 250 700,L,500,7,0.8,0.88,4,1.9041554999999998e-07
replenishment 250 700,L,500,7,0.8,0.88,5,1.2273601999999998e-08
replenishment 250 700,L,500,7,0.8,0.88,6,-7.0625533e-08
replenishment 250 700,L,500,7,0.8,0.88,7,-1.9161744e-08
replenishment 250 700,L,500,7,0.8,0.88,8,5.5516422e-08
replenishment 250 700,L,500,8,0.88,0.95,0,7.1795732
replenishment 250 700,L,500,8,0.88,0.95,1,0.0021896807
replenishment 250 700,L,500,8,0.88,0.95,2,4.5346227000000004e-05
replenishment 250 700,L,500,8,0.88,0.95,3,4.3065824e-05
replenishment 250 700,L,500,8,0.88,0.95,4,1.5802490000000003e-05
replenishment 250 700,L,500,8,0.88,0.95,5,1.2084329000000002e-05
replenishment 250 700,L,500,8,0.88,0.95,6,-5.2412112e-06
replenishment 250 700,L,500,8,0.88,0.95,7,-2.3731631e-06
replenishment 250 700,L,500,8,0.88,0.95,8,-7.5777833e-06
replenishment 250 700,L,500,9,0.95,1.0,0,7.1842449
replenishment 250 700,L,500,9,0.95,1.0,1,0.0026169751
replenishment 250 700,L,500,9,0.95,1.0,2,0.00057120274
replenishment 250 700,L,500,9,0.95,1.0,3,0.00030450001000000004
replenishment 250 700,L,500,9,0.95,1.0,4,0.00019983327000000001
replenishment 250 700,L,500,9,0.95,1.0,5,4.7688731999999995e-06
replenishment 250 700,L,500,9,0.95,1.0,6,-4.2068567999999995e-06
replenishment 250 700,L,500,9,0.95,1.0,7,-4.7581619000000004e-05
replenishment 250 700,L,500,9,0.95,1.0,8,1.8511610999999999e-06
replenishment 250 700,L,600,0,0.0,0.2,0,7.2126759
replenishment 250 700,L,600,0,0.0,0.2,1,0.0072255818
replenishment 250 700,L,600,0,0.0,0.2,2,0.00034437462
replenishment 250 700,L,600,0,0.0,0.2,3,-0.00020908704
replenishment 250 700,L,600,0,0.0,0.2,4,0.00012681185
replenishment 250 700,L,600,0,0.0,0.2,5,-7.055054600000001e-05
replenishment 250 700,L,600,0,0.0,0.2,6,3.9718242000000004e-05
replenishment 250 700,L,600,0,0.0,0.2,7,-1.4679133000000002e-05
replenishment 250 700,L,600,0,0.0,0.2,8,1.6599587e-05
replenishment 250 700,L,600,1,0.2,0.4,0,7.2274113
replenishment 250 700,L,600,1,0.2,0.4,1,0.0072497255
replenishment 250 700,L,600,1,0.2,0.4,2,-6.8295211e-05
replenishment 250 700,L,600,1,0.2,0.4,3,1.2168101e-05
replenishment 250 700,L,600,1,0.2,0.4,4,1.3020997000000001e-05
replenishment 250 700,L,600,1,0.2,0.4,5,6.4092152e-06
replenishment 250 700,L,600,1,0.2,0.4,6,9.172154399999999e-06
replenishment 250 700,L,600,1,0.2,0.4,7,3.6802931e-06
replenishment 250 700,L,600,1,0.2,0.4,8,-1.1691104e-06
replenishment 250 700,L,600,2,0.4,0.6,0,7.2434814
replenishment 250 700,L,600,2,0.4,0.6,1,0.0079082254
replenishment 250 700,L,600,2,0.4,0.6,2,-0.00071896267
replenishment 250 700,L,600,2,0.4,0.6,3,0.00022652123
replenishment 250 700,L,600,2,0.4,0.6,4,1.8832052e-05
replenishment 250 700,L,600,2,0.4,0.6,5,-6.9059713e-05
replenishment 250 700,L,600,2,0.4,0.6,6,3.8626943e-05
replenishment 250 700,L,600,2,0.4,0.6,7,-1.2257787000000001e-05
replenishment 250 700,L,600,2,0.4,0.6,8,-3.7136061e-05
replenishment 250 700,L,600,3,0.6,0.72,0,7.2549662
replenishment 250 700,L,600,3,0.6,0.72,1,0.0040772417
replenishment 250 700,L,600,3,0.6,0.72,2,2.4802242e-05
replenishment 250 700,L,600,3,0.6,0.72,3,1.1112044000000002e-05
replenishment 250 700,L,600,3,0.6,0.72,4,-4.5226625e-06
replenishment 250 700,L,600,3,0.6,0.72,5,-3.9227563e-06
replenishment 250 700,L,600,3,0.6,0.72,6,1.1969734e-06
replenishment 250 700,L,600,3,0.6,0.72,7,1.7514131999999999e-06
replenishment 250 700,L,600,3,0.6,0.72,8,1.2897076999999999e-06
replenishment 250 700,L,600,4,0.72,0.76,0,7.2605318
replenishment 250 700,L,600,4,0.72,0.76,1,0.0014906867
replenishment 250 700,L,600,4,0.72,0.76,2,1.3613336e-05
replenishment 250 700,L,600,4,0.72,0.76,3,-9.508979699999999e-06
replenishment 250 700,L,600,4,0.72,0.76,4,8.3986615e-06
replenishment 250 700,L,600,4,0.72,0.76,5,-4.4977111e-06
replenishment 250 700,L,600,4,0.72,0.76,6,3.4098804999999997e-06
replenishment 250 700,L,600,4,0.72,0.76,7,-1.1048142e-06
replenishment 250 700,L,600,4,0.72,0.76,8,6.989589399999999e-07
replenishment 250 700,L,600,5,0.76,0.78,0,7.2714721
replenishment 250 700,L,600,5,0.76,0.78,1,0.016034832
replenishment 250 700,L,600,5,0.76,0.78,2,0.010432524
replenishment 250 700,L,600,5,0.76,0.78,3,0.0052198086
replenishment 250 700,L,600,5,0.76,0.78,4,0.0017423957
replenishment 250 700,L,600,5,0.76,0.78,5,0.00018271086000000002
replenishment 250 700,L,600,6,0.78,0.8,0,7.3341606
replenishment 250 700,L,600,6,0.78,0.8,1,-0.010072723
replenishment 250 700,L,600,6,0.78,0.8,2,-0.060179732
replenishment 250 700,L,600,6,0.78,0.8,3,-0.049586471
replenishment 250 700,L,600,6,0.78,0.8,4,-0.0012058131
replenishment 250 700,L,600,6,0.78,0.8,5,-0.041558307
replenishment 250 700,L,600,7,0.8,0.88,0,7.3875028
replenishment 250 700,L,600,7,0.8,0.88,1,0.0056944873
replenishment 250 700,L,600,7,0.8,0.88,2,-4.6087219e-05
replenishment 250 700,L,600,7,0.8,0.88,3,-3.9270733e-05
replenishment 250 700,L,600,7,0.8,0.88,4,6.0951323e-06
replenishment 250 700,L,600,7,0.8,0.88,5,8.3682214e-06
replenishment 250 700,L,600,7,0.8,0.88,6,2.5853866e-06
replenishment 250 700,L,600,7,0.8,0.88,7,1.7427652e-06
replenishment 250 700,L,600,7,0.8,0.88,8,-6.2988014e-06
replenishment 250 700,L,600,8,0.88,0.95,0,7.3974266
replenishment 250 700,L,600,8,0.88,0.95,1,0.0042414567
replenishment 250 700,L,600,8,0.88,0.95,2,-6.245728200000001e-05
replenishment 250 700,L,600,8,0.88,0.95,3,2.2411449000000004e-05
replenishment 250 700,L,600,8,0.88,0.95,4,1.6905163e-06
replenishment 250 700,L,600,8,0.88,0.95,5,-4.4941646999999995e-06
replenishment 250 700,L,600,8,0.88,0.95,6,-1.3637304e-06
replenishment 250 700,L,600,8,0.88,0.95,7,5.6974492999999996e-06
replenishment 250 700,L,600,8,0.88,0.95,8,-4.3931402000000005e-06
replenishment 250 700,L,600,9,0.95,1.0,0,7.4049437
replenishment 250 700,L,600,9,0.95,1.0,1,0.0035852507
replenishment 250 700,L,600,9,0.95,1.0,2,0.00041291711
replenishment 250 700,L,600,9,0.95,1.0,3,0.00023762985
replenishment 250 700,L,600,9,0.95,1.0,4,0.00011995694
replenishment 250 700,L,600,9,0.95,1.0,5,8.2296366e-05
replenishment 250 700,L,600,9,0.95,1.0,6,5.6491766e-05
replenishment 250 700,L,600,9,0.95,1.0,7,3.4551037e-05
replenishment 250 700,L,600,9,0.95,1.0,8,8.4523904e-06
replenishment 250 700,L,700,0,0.0,0.2,0,7.291611
replenishment 250 700,L,700,0,0.0,0.2,1,0.0055950503
replenishment 250 700,L,700,0,0.0,0.2,2,0.00029908484000000003
replenishment 250 700,L,700,0,0.0,0.2,3,-0.000170838
replenishment 250 700,L,700,0,0.0,0.2,4,5.9317652000000005e-05
replenishment 250 700,L,700,0,0.0,0.2,5,-2.3197480000000005e-05
replenishment 250 700,L,700,0,0.0,0.2,6,3.6676123e-06
replenishment 250 700,L,700,0,0.0,0.2,7,-5.7155999e-06
replenishment 250 700,L,700,0,0.0,0.2,8,-9.7883777e-06
replenishment 250 700,L,700,1,0.2,0.4,0,7.3031863
replenishment 250 700,L,700,1,0.2,0.4,1,0.0057084076
replenishment 250 700,L,700,1,0.2,0.4,2,-7.536365300000001e-05
replenishment 250 700,L,700,1,0.2,0.4,3,1.2857328e-05
replenishment 250 700,L,700,1,0.2,0.4,4,-7.9959957e-07
replenishment 250 700,L,700,1,0.2,0.4,5,-4.7941576e-06
replenishment 250 700,L,700,1,0.2,0.4,6,5.3149023e-06
replenishment 250 700,L,700,1,0.2,0.4,7,-1.2323717e-07
replenishment 250 700,L,700,1,0.2,0.4,8,-5.0266989e-06
replenishment 250 700,L,700,2,0.4,0.6,0,7.3159129
replenishment 250 700,L,700,2,0.4,0.6,1,0.0084404502
replenishment 250 700,L,700,2,0.4,0.6,2,0.0023016368
replenishment 250 700,L,700,2,0.4,0.6,3,0.0014622689
replenishment 250 700,L,700,2,0.4,0.6,4,0.00060828025
replenishment 250 700,L,700,2,0.4,0.6,5,1.9529566e-05
replenishment 250 700,L,700,2,0.4,0.6,6,-0.00028193556
replenishment 250 700,L,700,2,0.4,0.6,7,-0.00027196899000000004
replenishment 250 700,L,700,2,0.4,0.6,8,-0.00016294998
replenishment 250 700,L,700,3,0.6,0.72,0,7.3383523
replenishment 250 700,L,700,3,0.6,0.72,1,0.0073499736
replenishment 250 700,L,700,3,0.6,0.72,2,-0.001901233
replenishment 250 700,L,700,3,0.6,0.72,3,0.0004971057
replenishment 250 700,L,700,3,0.6,0.72,4,-6.178656900000001e-05
replenishment 250 700,L,700,3,0.6,0.72,5,-3.4222683e-05
replenishment 250 700,L,700,3,0.6,0.72,6,0.00014993513000000002
replenishment 250 700,L,700,3,0.6,0.72,7,-0.00019520886
replenishment 250 700,L,700,3,0.6,0.72,8,5.0016449e-05
replenishment 250 700,L,700,4,0.72,0.76,0,7.3452473
replenishment 250 700,L,700,4,0.72,0.76,1,0.00098082496
replenishment 250 700,L,700,4,0.72,0.76,2,-6.2311272e-05
replenishment 250 700,L,700,4,0.72,0.76,3,-1.1571877e-05
replenishment 250 700,L,700,4,0.72,0.76,4,-2.6336648000000003e-05
replenishment 250 700,L,700,4,0.72,0.76,5,1.9806448e-06
replenishment 250 700,L,700,4,0.72,0.76,6,-1.6849153e-05
replenishment 250 700,L,700,4,0.72,0.76,7,-2.2713415e-06
replenishment 250 700,L,700,4,0.72,0.76,8,-8.5949693e-06
replenishment 250 700,L,700,5,0.76,0.78,0,7.3467204
replenishment 250 700,L,700,5,0.76,0.78,1,0.00050112621
replenishment 250 700,L,700,5,0.76,0.78,2,-4.5260451e-12
replenishment 250 700,L,700,5,0.76,0.78,3,-4.6136927e-12
replenishment 250 700,L,700,5,0.76,0.78,4,-2.4999948999999997e-12
replenishment 250 700,L,700,5,0.76,0.78,5,-2.5166746e-12
replenishment 250 700,L,700,6,0.78,0.8,0,7.3477226
replenishment 250 700,L,700,6,0.78,0.8,1,0.00050112621
replenishment 250 700,L,700,6,0.78,0.8,2,-3.7964671e-12
replenishment 250 700,L,700,6,0.78,0.8,3,-4.0468864e-12
replenishment 250 700,L,700,6,0.78,0.8,4,-2.1251361999999998e-12
replenishment 250 700,L,700,6,0.78,0.8,5,-2.2606958000000003e-12
replenishment 250 700,L,700,7,0.8,0.88,0,7.3503364
replenishment 250 700,L,700,7,0.8,0.88,1,0.0021195214
replenishment 250 700,L,700,7,0.8,0.88,2,1.5294197000000002e-05
replenishment 250 700,L,700,7,0.8,0.88,3,7.253155999999999e-06
replenishment 250 700,L,700,7,0.8,0.88,4,-2.1468544e-06
replenishment 250 700,L,700,7,0.8,0.88,5,-1.7669208e-06
replenishment 250 700,L,700,7,0.8,0.88,6,-8.9486086e-07
replenishment 250 700,L,700,7,0.8,0.88,7,9.477725899999999e-07
replenishment 250 700,L,700,7,0.8,0.88,8,1.1112572e-06
replenishment 250 700,L,700,8,0.88,0.95,0,7.35422
replenishment 250 700,L,700,8,0.88,0.95,1,0.0017174891
replenishment 250 700,L,700,8,0.88,0.95,2,-2.8113225000000006e-05
replenishment 250 700,L,700,8,0.88,0.95,3,-4.5094206e-06
replenishment 250 700,L,700,8,0.88,0.95,4,5.0082677e-06
replenishment 250 700,L,700,8,0.88,0.95,5,2.9600187999999996e-06
replenishment 250 700,L,700,8,0.88,0.95,6,7.2017775e-07
replenishment 250 700,L,700,8,0.88,0.95,7,-2.6361861999999998e-06
replenishment 250 700,L,700,8,0.88,0.95,8,7.457965599999999e-07
replenishment 250 700,L,700,9,0.95,1.0,0,7.3571132
replenishment 250 700,L,700,9,0.95,1.0,1,0.0011807525
replenishment 250 700,L,700,9,0.95,1.0,2,-5.7200947000000005e-05
replenishment 250 700,L,700,9,0.95,1.0,3,4.7168174e-06
replenishment 250 700,L,700,9,0.95,1.0,4,-7.0783947e-06
replenishment 250 700,L,700,9,0.95,1.0,5,8.4916901e-06
replenishment 250 700,L,700,9,0.95,1.0,6,-4.119841499999999e-06
replenishment 250 700,L,700,9,0.95,1.0,7,5.7398784e-06
replenishment 250 700,L,700,9,0.95,1.0,8,-4.657299e-06
replenishment 250 700,R,250,0,0.0,0.2,0,0.89479707
replenishment 250 700,R,250,0,0.0,0.2,1,0.03626789
replenishment 250 700,R,250,0,0.0,0.2,2,-0.0059977898
replenishment 250 700,R,250,0,0.0,0.2,3,0.0039210701
replenishment 250 700,R,250,0,0.0,0.2,4,-0.0030183923
replenishment 250 700,R,250,0,0.0,0.2,5,0.0019219776
replenishment 250 700,R,250,0,0.0,0.2,6,-0.0016153211
replenishment 250 700,R,250,0,0.0,0.2,7,0.0007991084100000001
replenishment 250 700,R,250,0,0.0,0.2,8,-0.0008022927599999999
replenishment 250 700,R,250,1,0.2,0.4,0,0.96042277
replenishment 250 700,R,250,1,0.2,0.4,1,0.033593513
replenishment 250 700,R,250,1,0.2,0.4,2,0.0011531542
replenishment 250 700,R,250,1,0.2,0.4,3,0.00018036085
replenishment 250 700,R,250,1,0.2,0.4,4,3.4748895e-05
replenishment 250 700,R,250,1,0.2,0.4,5,6.299267000000002e-05
replenishment 250 700,R,250,1,0.2,0.4,6,6.743388400000001e-05
replenishment 250 700,R,250,1,0.2,0.4,7,-6.7919982e-05
replenishment 250 700,R,250,1,0.2,0.4,8,-6.862871e-05
replenishment 250 700,R,250,2,0.4,0.6,0,1.0556545
replenishment 250 700,R,250,2,0.4,0.6,1,0.067906931
replenishment 250 700,R,250,2,0.4,0.6,2,0.0068068207
replenishment 250 700,R,250,2,0.4,0.6,3,-0.0011189018
replenishment 250 700,R,250,2,0.4,0.6,4,-0.00036981241
replenishment 250 700,R,250,2,0.4,0.6,5,-0.00012568501000000001
replenishment 250 700,R,250,2,0.4,0.6,6,-0.00029058511
replenishment 250 700,R,250,2,0.4,0.6,7,0.00049829444
replenishment 250 700,R,250,2,0.4,0.6,8,-0.000118326
replenishment 250 700,R,250,3,0.6,0.72,0,1.173548
replenishment 250 700,R,250,3,0.6,0.72,1,0.046649153
replenishment 250 700,R,250,3,0.6,0.72,2,0.0016852989
replenishment 250 700,R,250,3,0.6,0.72,3,-3.1697982e-05
replenishment 250 700,R,250,3,0.6,0.72,4,-0.00032421351000000003
replenishment 250 700,R,250,3,0.6,0.72,5,5.315938700000001e-05
replenishment 250 700,R,250,3,0.6,0.72,6,0.00013921328
replenishment 250 700,R,250,3,0.6,0.72,7,-1.7809250000000002e-05
replenishment 250 700,R,250,3,0.6,0.72,8,-9.0463338e-05
replenishment 250 700,R,250,4,0.72,0.76,0,1.2395615
replenishment 250 700,R,250,4,0.72,0.76,1,0.017699884
replenishment 250 700,R,250,4,0.72,0.76,2,-1.4092256e-11
replenishment 250 700,R,250,4,0.72,0.76,3,-6.3824742e-13
replenishment 250 700,R,250,4,0.72,0.76,4,-1.1217997999999999e-11
replenishment 250 700,R,250,4,0.72,0.76,5,-3.90406e-13
replenishment 250 700,R,250,4,0.72,0.76,6,-7.0252015e-12
replenishment 250 700,R,250,4,0.72,0.76,7,-1.4638077e-13
replenishment 250 700,R,250,4,0.72,0.76,8,-2.7683218e-12
replenishment 250 700,R,250,5,0.76,0.78,0,1.2673756
replenishment 250 700,R,250,5,0.76,0.78,1,0.010114219
replenishment 250 700,R,250,5,0.76,0.78,2,-7.9482043e-13
replenishment 250 700,R,250,5,0.76,0.78,3,-8.111782000000001e-13
replenishment 250 700,R,250,5,0.76,0.78,4,-4.3905436e-13
replenishment 250 700,R,250,5,0.76,0.78,5,-4.4265563e-13
replenishment 250 700,R,250,6,0.78,0.8,0,1.2897861
replenishment 250 700,R,250,6,0.78,0.8,1,0.01227727
replenishment 250 700,R,250,6,0.78,0.8,2,-6.9280343e-13
replenishment 250 700,R,250,6,0.78,0.8,3,-7.3896324e-13
replenishment 250 700,R,250,6,0.78,0.8,4,-3.8782166000000004e-13
replenishment 250 700,R,250,6,0.78,0.8,5,-4.1291667e-13
replenishment 250 700,R,250,7,0.8,0.88,0,1.3591519
replenishment 250 700,R,250,7,0.8,0.88,1,0.059371897
replenishment 250 700,R,250,7,0.8,0.88,2,0.0022835825
replenishment 250 700,R,250,7,0.8,0.88,3,-0.00045265360000000006
replenishment 250 700,R,250,7,0.8,0.88,4,-0.00026597388000000003
replenishment 250 700,R,250,7,0.8,0.88,5,0.00025933899
replenishment 250 700,R,250,7,0.8,0.88,6,0.00010687329000000001
replenishment 250 700,R,250,7,0.8,0.88,7,-0.00016162246
replenishment 250 700,R,250,7,0.8,0.88,8,5.2569390000000005e-05
replenishment 250 700,R,250,8,0.88,0.95,0,1.4859681
replenishment 250 700,R,250,8,0.88,0.95,1,0.067797843
replenishment 250 700,R,250,8,0.88,0.95,2,0.0035095562
replenishment 250 700,R,250,8,0.88,0.95,3,0.0010120208
replenishment 250 700,R,250,8,0.88,0.95,4,-0.00023881549000000002
replenishment 250 700,R,250,8,0.88,0.95,5,-0.0005368917500000001
replenishment 250 700,R,250,8,0.88,0.95,6,-4.7096157e-05
replenishment 250 700,R,250,8,0.88,0.95,7,0.00017907114
replenishment 250 700,R,250,8,0.88,0.95,8,0.00021002929
replenishment 250 700,R,250,9,0.95,1.0,0,1.6171874
replenishment 250 700,R,250,9,0.95,1.0,1,0.060767097
replenishment 250 700,R,250,9,0.95,1.0,2,-0.004757734
replenishment 250 700,R,250,9,0.95,1.0,3,-0.0038826746
replenishment 250 700,R,250,9,0.95,1.0,4,-0.0046878227
replenishment 250 700,R,250,9,0.95,1.0,5,-0.0015527686
replenishment 250 700,R,250,9,0.95,1.0,6,-0.0026380307
replenishment 250 700,R,250,9,0.95,1.0,7,-0.00077108381
replenishment 250 700,R,250,9,0.95,1.0,8,-0.00086611383
replenishment 250 700,R,300,0,0.0,0.2,0,0.93917064
replenishment 250 700,R,300,0,0.0,0.2,1,0.035163482
replenishment 250 700,R,300,0,0.0,0.2,2,-0.0057638457
replenishment 250 700,R,300,0,0.0,0.2,3,0.0037077593
replenishment 250 700,R,300,0,0.0,0.2,4,-0.0027628227
replenishment 250 700,R,300,0,0.0,0.2,5,0.001773282
replenishment 250 700,R,300,0,0.0,0.2,6,-0.001477545
replenishment 250 700,R,300,0,0.0,0.2,7,0.0007322041300000001
replenishment 250 700,R,300,0,0.0,0.2,8,-0.00068643885
replenishment 250 700,R,300,1,0.2,0.4,0,1.0035866
replenishment 250 700,R,300,1,0.2,0.4,1,0.033872453
replenishment 250 700,R,300,1,0.2,0.4,2,0.0015901792
replenishment 250 700,R,300,1,0.2,0.4,3,-0.00013587164000000002
replenishment 250 700,R,300,1,0.2,0.4,4,-0.0002812896
replenishment 250 700,R,300,1,0.2,0.4,5,7.5227149e-05
replenishment 250 700,R,300,1,0.2,0.4,6,0.00010095788000000001
replenishment 250 700,R,300,1,0.2,0.4,7,-8.920976800000001e-05
replenishment 250 700,R,300,1,0.2,0.4,8,-7.2990672e-05
replenishment 250 700,R,300,2,0.4,0.6,0,1.0814545
replenishment 250 700,R,300,2,0.4,0.6,1,0.044810766
replenishment 250 700,R,300,2,0.4,0.6,2,0.002330698
replenishment 250 700,R,300,2,0.4,0.6,3,0.00010566819999999999
replenishment 250 700,R,300,2,0.4,0.6,4,-5.6064454000000006e-05
replenishment 250 700,R,300,2,0.4,0.6,5,-2.8118294000000005e-05
replenishment 250 700,R,300,2,0.4,0.6,6,2.844662e-07
replenishment 250 700,R,300,2,0.4,0.6,7,0.00019831296
replenishment 250 700,R,300,2,0.4,0.6,8,8.558368500000001e-05
replenishment 250 700,R,300,3,0.6,0.72,0,1.1664759
replenishment 250 700,R,300,3,0.6,0.72,1,0.038915876
replenishment 250 700,R,300,3,0.6,0.72,2,0.0013293061
replenishment 250 700,R,300,3,0.6,0.72,3,-9.2831714e-06
replenishment 250 700,R,300,3,0.6,0.72,4,-0.0002858048
replenishment 250 700,R,300,3,0.6,0.72,5,1.5042310000000002e-05
replenishment 250 700,R,300,3,0.6,0.72,6,9.6927574e-05
replenishment 250 700,R,300,3,0.6,0.72,7,-4.684961e-06
replenishment 250 700,R,300,3,0.6,0.72,8,-8.6238166e-05
replenishment 250 700,R,300,4,0.72,0.76,0,1.2209154
replenishment 250 700,R,300,4,0.72,0.76,1,0.014616091
replenishment 250 700,R,300,4,0.72,0.76,2,-1.385253e-11
replenishment 250 700,R,300,4,0.72,0.76,3,-6.1542802e-13
replenishment 250 700,R,300,4,0.72,0.76,4,-1.1027141e-11
replenishment 250 700,R,300,4,0.72,0.76,5,-3.7532476e-13
replenishment 250 700,R,300,4,0.72,0.76,6,-6.9058409e-12
replenishment 250 700,R,300,4,0.72,0.76,7,-1.3977485000000002e-13
replenishment 250 700,R,300,4,0.72,0.76,8,-2.7212397e-12
replenishment 250 700,R,300,5,0.76,0.78,0,1.2438835
replenishment 250 700,R,300,5,0.76,0.78,1,0.0083520518
replenishment 250 700,R,300,5,0.76,0.78,2,-7.8027804e-13
replenishment 250 700,R,300,5,0.76,0.78,3,-7.9602496e-13
replenishment 250 700,R,300,5,0.76,0.78,4,-4.3097202000000005e-13
replenishment 250 700,R,300,5,0.76,0.78,5,-4.3436459e-13
replenishment 250 700,R,300,6,0.78,0.8,0,1.2621972
replenishment 250 700,R,300,6,0.78,0.8,1,0.01057368
replenishment 250 700,R,300,6,0.78,0.8,2,0.0005397498700000001
replenishment 250 700,R,300,6,0.78,0.8,3,-8.0228573e-05
replenishment 250 700,R,300,6,0.78,0.8,4,8.548577200000002e-05
replenishment 250 700,R,300,6,0.78,0.8,5,8.833825600000001e-05
replenishment 250 700,R,300,7,0.8,0.88,0,1.3229126
replenishment 250 700,R,300,7,0.8,0.88,1,0.051655388
replenishment 250 700,R,300,7,0.8,0.88,2,0.0018337577
replenishment 250 700,R,300,7,0.8,0.88,3,-3.4598532000000005e-05
replenishment 250 700,R,300,7,0.8,0.88,4,-0.00037357733000000003
replenishment 250 700,R,300,7,0.8,0.88,5,2.8784406e-05
replenishment 250 700,R,300,7,0.8,0.88,6,0.00014454885
replenishment 250 700,R,300,7,0.8,0.88,7,-1.7813608000000004e-05
replenishment 250 700,R,300,7,0.8,0.88,8,-0.00010941361
replenishment 250 700,R,300,8,0.88,0.95,0,1.4292977
replenishment 250 700,R,300,8,0.88,0.95,1,0.054872834
replenishment 250 700,R,300,8,0.88,0.95,2,0.0014219028
replenishment 250 700,R,300,8,0.88,0.95,3,0.00012117316000000001
replenishment 250 700,R,300,8,0.88,0.95,4,0.0005853446800000001
replenishment 250 700,R,300,8,0.88,0.95,5,-3.8670923000000006e-05
replenishment 250 700,R,300,8,0.88,0.95,6,-1.9482284e-05
replenishment 250 700,R,300,8,0.88,0.95,7,-5.0910693e-05
replenishment 250 700,R,300,8,0.88,0.95,8,-0.00012942252
replenishment 250 700,R,300,9,0.95,1.0,0,1.5328044
replenishment 250 700,R,300,9,0.95,1.0,1,0.047269488
replenishment 250 700,R,300,9,0.95,1.0,2,0.00045023210000000004
replenishment 250 700,R,300,9,0.95,1.0,3,0.00020089269000000002
replenishment 250 700,R,300,9,0.95,1.0,4,-0.00016000026
replenishment 250 700,R,300,9,0.95,1.0,5,1.4388996999999999e-06
replenishment 250 700,R,300,9,0.95,1.0,6,-3.2994962e-05
replenishment 250 700,R,300,9,0.95,1.0,7,7.5482586e-05
replenishment 250 700,R,300,9,0.95,1.0,8,-1.7392654e-05
replenishment 250 700,R,400,0,0.0,0.2,0,1.0104002
replenishment 250 700,R,400,0,0.0,0.2,1,0.036355298
replenishment 250 700,R,400,0,0.0,0.2,2,-0.0058717136
replenishment 250 700,R,400,0,0.0,0.2,3,0.0039361057
replenishment 250 700,R,400,0,0.0,0.2,4,-0.0030376196
replenishment 250 700,R,400,0,0.0,0.2,5,0.0018541526
replenishment 250 700,R,400,0,0.0,0.2,6,-0.0015138531
replenishment 250 700,R,400,0,0.0,0.2,7,0.0007858581600000001
replenishment 250 700,R,400,0,0.0,0.2,8,-0.0008217437300000001
replenishment 250 700,R,400,1,0.2,0.4,0,1.0761563
replenishment 250 700,R,400,1,0.2,0.4,1,0.033912056
replenishment 250 700,R,400,1,0.2,0.4,2,0.0018239619
replenishment 250 700,R,400,1,0.2,0.4,3,0.00071349323
replenishment 250 700,R,400,1,0.2,0.4,4,0.0005088433
replenishment 250 700,R,400,1,0.2,0.4,5,0.00038420021000000004
replenishment 250 700,R,400,1,0.2,0.4,6,0.00037795574
replenishment 250 700,R,400,1,0.2,0.4,7,0.00020834030000000002
replenishment 250 700,R,400,1,0.2,0.4,8,3.2638625000000005e-05
replenishment 250 700,R,400,2,0.4,0.6,0,1.1736852
replenishment 250 700,R,400,2,0.4,0.6,1,0.05890488
replenishment 250 700,R,400,2,0.4,0.6,2,-0.0007062886400000001
replenishment 250 700,R,400,2,0.4,0.6,3,0.0008055028900000001
replenishment 250 700,R,400,2,0.4,0.6,4,3.7750497e-05
replenishment 250 700,R,400,2,0.4,0.6,5,-0.00027624786
replenishment 250 700,R,400,2,0.4,0.6,6,2.2814164e-05
replenishment 250 700,R,400,2,0.4,0.6,7,4.7651173e-06
replenishment 250 700,R,400,2,0.4,0.6,8,-5.7926746e-05
replenishment 250 700,R,400,3,0.6,0.72,0,1.2753812
replenishment 250 700,R,400,3,0.6,0.72,1,0.044726845
replenishment 250 700,R,400,3,0.6,0.72,2,0.0019466873
replenishment 250 700,R,400,3,0.6,0.72,3,0.00017472168
replenishment 250 700,R,400,3,0.6,0.72,4,3.3404721e-05
replenishment 250 700,R,400,3,0.6,0.72,5,-0.00031333569
replenishment 250 700,R,400,3,0.6,0.72,6,4.6335745e-05
replenishment 250 700,R,400,3,0.6,0.72,7,0.00010716986
replenishment 250 700,R,400,3,0.6,0.72,8,5.5607906e-05
replenishment 250 700,R,400,4,0.72,0.76,0,1.3375558
replenishment 250 700,R,400,4,0.72,0.76,1,0.016301882
replenishment 250 700,R,400,4,0.72,0.76,2,1.2102682000000001e-05
replenishment 250 700,R,400,4,0.72,0.76,3,-0.0001513916
replenishment 250 700,R,400,4,0.72,0.76,4,-0.00064189338
replenishment 250 700,R,400,4,0.72,0.76,5,-7.5707283e-05
replenishment 250 700,R,400,4,0.72,0.76,6,-0.00027029578
replenishment 250 700,R,400,4,0.72,0.76,7,-5.3588736e-05
