regime,quantity,M,branch,tau_min,tau_max,k,a_k
replenishment 250 700,R,400,4,0.72,0.76,8,-0.0001618712
replenishment 250 700,R,400,5,0.76,0.78,0,1.3651566
replenishment 250 700,R,400,5,0.76,0.78,1,0.010252761
replenishment 250 700,R,400,5,0.76,0.78,2,-8.4187797e-13
replenishment 250 700,R,400,5,0.76,0.78,3,-8.586898400000001e-13
replenishment 250 700,R,400,5,0.76,0.78,4,-4.6493816e-13
replenishment 250 700,R,400,5,0.76,0.78,5,-4.684998600000001e-13
replenishment 250 700,R,400,6,0.78,0.8,0,1.3856621
replenishment 250 700,R,400,6,0.78,0.8,1,0.010252761
replenishment 250 700,R,400,6,0.78,0.8,2,-7.313405800000001e-13
replenishment 250 700,R,400,6,0.78,0.8,3,-7.799080499999999e-13
replenishment 250 700,R,400,6,0.78,0.8,4,-4.0927061e-13
replenishment 250 700,R,400,6,0.78,0.8,5,-4.3585988000000004e-13
replenishment 250 700,R,400,7,0.8,0.88,0,1.4532113
replenishment 250 700,R,400,7,0.8,0.88,1,0.05929632
replenishment 250 700,R,400,7,0.8,0.88,2,0.0031274765
replenishment 250 700,R,400,7,0.8,0.88,3,0.0007531855400000001
replenishment 250 700,R,400,7,0.8,0.88,4,-0.00041602042
replenishment 250 700,R,400,7,0.8,0.88,5,-0.00036323877000000006
replenishment 250 700,R,400,7,0.8,0.88,6,4.9820036e-05
replenishment 250 700,R,400,7,0.8,0.88,7,0.00024063254000000002
replenishment 250 700,R,400,7,0.8,0.88,8,6.8555524e-05
replenishment 250 700,R,400,8,0.88,0.95,0,1.5785982
replenishment 250 700,R,400,8,0.88,0.95,1,0.064749751
replenishment 250 700,R,400,8,0.88,0.95,2,0.0014788639
replenishment 250 700,R,400,8,0.88,0.95,3,-0.00034151787
replenishment 250 700,R,400,8,0.88,0.95,4,0.00023108619
replenishment 250 700,R,400,8,0.88,0.95,5,0.00034761696000000004
replenishment 250 700,R,400,8,0.88,0.95,6,-3.873269200000001e-05
replenishment 250 700,R,400,8,0.88,0.95,7,0.00014303589
replenishment 250 700,R,400,8,0.88,0.95,8,0.00010361437
replenishment 250 700,R,400,9,0.95,1.0,0,1.6974872
replenishment 250 700,R,400,9,0.95,1.0,1,0.051908559
replenishment 250 700,R,400,9,0.95,1.0,2,-0.0086765954
replenishment 250 700,R,400,9,0.95,1.0,3,-0.0035526336
replenishment 250 700,R,400,9,0.95,1.0,4,-0.0058718481
replenishment 250 700,R,400,9,0.95,1.0,5,-0.0017741205
replenishment 250 700,R,400,9,0.95,1.0,6,-0.0033175989
replenishment 250 700,R,400,9,0.95,1.0,7,-0.00065052673
replenishment 250 700,R,400,9,0.95,1.0,8,-0.00135289
replenishment 250 700,R,500,0,0.0,0.2,0,1.0656784
replenishment 250 700,R,500,0,0.0,0.2,1,0.036174142
replenishment 250 700,R,500,0,0.0,0.2,2,-0.0053393829
replenishment 250 700,R,500,0,0.0,0.2,3,0.0035575386
replenishment 250 700,R,500,0,0.0,0.2,4,-0.0026211527
replenishment 250 700,R,500,0,0.0,0.2,5,0.0015500212
replenishment 250 700,R,500,0,0.0,0.2,6,-0.0011968881
replenishment 250 700,R,500,0,0.0,0.2,7,0.00061889587
replenishment 250 700,R,500,0,0.0,0.2,8,-0.00063145
replenishment 250 700,R,500,1,0.2,0.4,0,1.1316834
replenishment 250 700,R,500,1,0.2,0.4,1,0.033765163
replenishment 250 700,R,500,1,0.2,0.4,2,0.0011583837
replenishment 250 700,R,500,1,0.2,0.4,3,0.00016340047
replenishment 250 700,R,500,1,0.2,0.4,4,4.2997429e-05
replenishment 250 700,R,500,1,0.2,0.4,5,6.029130900000001e-05
replenishment 250 700,R,500,1,0.2,0.4,6,0.00010965003
replenishment 250 700,R,500,1,0.2,0.4,7,-1.570118e-05
replenishment 250 700,R,500,1,0.2,0.4,8,-6.589139400000001e-05
replenishment 250 700,R,500,2,0.4,0.6,0,1.2223071
replenishment 250 700,R,500,2,0.4,0.6,1,0.064000789
replenishment 250 700,R,500,2,0.4,0.6,2,0.01065221
replenishment 250 700,R,500,2,0.4,0.6,3,0.0017287311
replenishment 250 700,R,500,2,0.4,0.6,4,-0.0012979852
replenishment 250 700,R,500,2,0.4,0.6,5,-0.00091147493
replenishment 250 700,R,500,2,0.4,0.6,6,0.00015340234
replenishment 250 700,R,500,2,0.4,0.6,7,0.00083393421
replenishment 250 700,R,500,2,0.4,0.6,8,0.00019023061000000003
replenishment 250 700,R,500,3,0.6,0.72,0,1.3520437
replenishment 250 700,R,500,3,0.6,0.72,1,0.055144139
replenishment 250 700,R,500,3,0.6,0.72,2,-0.00043297209
replenishment 250 700,R,500,3,0.6,0.72,3,-3.6705206000000005e-05
replenishment 250 700,R,500,3,0.6,0.72,4,9.188853600000001e-05
replenishment 250 700,R,500,3,0.6,0.72,5,1.1894690000000002e-05
replenishment 250 700,R,500,3,0.6,0.72,6,-2.7962606000000002e-05
replenishment 250 700,R,500,3,0.6,0.72,7,-1.8971609e-05
replenishment 250 700,R,500,3,0.6,0.72,8,2.4801001e-05
replenishment 250 700,R,500,4,0.72,0.76,0,1.424505
replenishment 250 700,R,500,4,0.72,0.76,1,0.017963276
replenishment 250 700,R,500,4,0.72,0.76,2,0.00038353575000000005
replenishment 250 700,R,500,4,0.72,0.76,3,-0.0002910731
replenishment 250 700,R,500,4,0.72,0.76,4,0.00017826796
replenishment 250 700,R,500,4,0.72,0.76,5,-0.0001008559
replenishment 250 700,R,500,4,0.72,0.76,6,3.8595024000000005e-05
replenishment 250 700,R,500,4,0.72,0.76,7,-1.3692245000000002e-05
replenishment 250 700,R,500,4,0.72,0.76,8,2.9348117e-07
replenishment 250 700,R,500,5,0.76,0.78,0,1.453228
replenishment 250 700,R,500,5,0.76,0.78,1,0.010533247
replenishment 250 700,R,500,5,0.76,0.78,2,-9.1467353e-13
replenishment 250 700,R,500,5,0.76,0.78,3,-9.3295924e-13
replenishment 250 700,R,500,5,0.76,0.78,4,-5.0517916e-13
replenishment 250 700,R,500,5,0.76,0.78,5,-5.0887848e-13
replenishment 250 700,R,500,6,0.78,0.8,0,1.4751172
replenishment 250 700,R,500,6,0.78,0.8,1,0.011801035
replenishment 250 700,R,500,6,0.78,0.8,2,0.00042058270000000004
replenishment 250 700,R,500,6,0.78,0.8,3,-5.656380300000001e-05
replenishment 250 700,R,500,6,0.78,0.8,4,-0.00013818267
replenishment 250 700,R,500,6,0.78,0.8,5,3.3139092e-05
replenishment 250 700,R,500,7,0.8,0.88,0,1.5460573
replenishment 250 700,R,500,7,0.8,0.88,1,0.061074623
replenishment 250 700,R,500,7,0.8,0.88,2,0.0028172864
replenishment 250 700,R,500,7,0.8,0.88,3,0.00010591795
replenishment 250 700,R,500,7,0.8,0.88,4,-0.00057843611
replenishment 250 700,R,500,7,0.8,0.88,5,-3.7284196e-05
replenishment 250 700,R,500,7,0.8,0.88,6,0.00021454314000000002
replenishment 250 700,R,500,7,0.8,0.88,7,5.820872600000001e-05
replenishment 250 700,R,500,7,0.8,0.88,8,-0.00016864538
replenishment 250 700,R,500,8,0.88,0.95,0,1.6774881
replenishment 250 700,R,500,8,0.88,0.95,1,0.071108852
replenishment 250 700,R,500,8,0.88,0.95,2,0.0023638285
replenishment 250 700,R,500,8,0.88,0.95,3,0.00018006002
replenishment 250 700,R,500,8,0.88,0.95,4,0.0008769515500000001
replenishment 250 700,R,500,8,0.88,0.95,5,0.00012316015
replenishment 250 700,R,500,8,0.88,0.95,6,-0.00015630953
replenishment 250 700,R,500,8,0.88,0.95,7,3.8438493e-05
replenishment 250 700,R,500,8,0.88,0.95,8,-0.00028231691
replenishment 250 700,R,500,9,0.95,1.0,0,1.8125502
replenishment 250 700,R,500,9,0.95,1.0,1,0.062063944
replenishment 250 700,R,500,9,0.95,1.0,2,-0.0051077693
replenishment 250 700,R,500,9,0.95,1.0,3,-0.0023780482
replenishment 250 700,R,500,9,0.95,1.0,4,-0.0049794488
replenishment 250 700,R,500,9,0.95,1.0,5,-0.0015978728
replenishment 250 700,R,500,9,0.95,1.0,6,-0.0028970991
replenishment 250 700,R,500,9,0.95,1.0,7,-0.00069527222
replenishment 250 700,R,500,9,0.95,1.0,8,-0.0012456032
replenishment 250 700,R,600,0,0.0,0.2,0,1.1146246
replenishment 250 700,R,600,0,0.0,0.2,1,0.040846901
replenishment 250 700,R,600,0,0.0,0.2,2,-0.0053235584
replenishment 250 700,R,600,0,0.0,0.2,3,0.0037761052
replenishment 250 700,R,600,0,0.0,0.2,4,-0.002873611
replenishment 250 700,R,600,0,0.0,0.2,5,0.001797282
replenishment 250 700,R,600,0,0.0,0.2,6,-0.001412
replenishment 250 700,R,600,0,0.0,0.2,7,0.0007434193200000001
replenishment 250 700,R,600,0,0.0,0.2,8,-0.0007217328700000001
replenishment 250 700,R,600,1,0.2,0.4,0,1.193433
replenishment 250 700,R,600,1,0.2,0.4,1,0.04214818
replenishment 250 700,R,600,1,0.2,0.4,2,0.0018031715
replenishment 250 700,R,600,1,0.2,0.4,3,0.00011519484
replenishment 250 700,R,600,1,0.2,0.4,4,-2.8502024000000005e-05
replenishment 250 700,R,600,1,0.2,0.4,5,3.3466376e-05
replenishment 250 700,R,600,1,0.2,0.4,6,-1.9951157e-06
replenishment 250 700,R,600,1,0.2,0.4,7,6.622707300000001e-05
replenishment 250 700,R,600,1,0.2,0.4,8,0.00013590827000000002
replenishment 250 700,R,600,2,0.4,0.6,0,1.3111198
replenishment 250 700,R,600,2,0.4,0.6,1,0.074093321
replenishment 250 700,R,600,2,0.4,0.6,2,0.0019418219
replenishment 250 700,R,600,2,0.4,0.6,3,0.0013006405
replenishment 250 700,R,600,2,0.4,0.6,4,0.00013380623000000002
replenishment 250 700,R,600,2,0.4,0.6,5,-3.7598697e-05
replenishment 250 700,R,600,2,0.4,0.6,6,0.00012257915
replenishment 250 700,R,600,2,0.4,0.6,7,5.295703200000001e-05
replenishment 250 700,R,600,2,0.4,0.6,8,-0.00016892059
replenishment 250 700,R,600,3,0.6,0.72,0,1.4527356
replenishment 250 700,R,600,3,0.6,0.72,1,0.06812607
replenishment 250 700,R,600,3,0.6,0.72,2,0.0036722595
replenishment 250 700,R,600,3,0.6,0.72,3,-2.9461793e-05
replenishment 250 700,R,600,3,0.6,0.72,4,-7.293561300000001e-05
replenishment 250 700,R,600,3,0.6,0.72,5,-0.0002065702
replenishment 250 700,R,600,3,0.6,0.72,6,-0.00015808286000000001
replenishment 250 700,R,600,3,0.6,0.72,7,0.00034502962
replenishment 250 700,R,600,3,0.6,0.72,8,2.7709381e-05
replenishment 250 700,R,600,4,0.72,0.76,0,1.55166
replenishment 250 700,R,600,4,0.72,0.76,1,0.028057228
replenishment 250 700,R,600,4,0.72,0.76,2,0.00026111057
replenishment 250 700,R,600,4,0.72,0.76,3,-0.00018238581
replenishment 250 700,R,600,4,0.72,0.76,4,0.00016109080000000002
replenishment 250 700,R,600,4,0.72,0.76,5,-8.6267781e-05
replenishment 250 700,R,600,4,0.72,0.76,6,6.5403598e-05
replenishment 250 700,R,600,4,0.72,0.76,7,-2.1190745e-05
replenishment 250 700,R,600,4,0.72,0.76,8,1.3406609000000001e-05
replenishment 250 700,R,600,5,0.76,0.78,0,1.8803226
replenishment 250 700,R,600,5,0.76,0.78,1,0.51877808
replenishment 250 700,R,600,5,0.76,0.78,2,0.34551853
replenishment 250 700,R,600,5,0.76,0.78,3,0.17287672
replenishment 250 700,R,600,5,0.76,0.78,4,0.057707032
replenishment 250 700,R,600,5,0.76,0.78,5,0.0060512672
replenishment 250 700,R,600,6,0.78,0.8,0,3.595124
replenishment 250 700,R,600,6,0.78,0.8,1,0.71915132
replenishment 250 700,R,600,6,0.78,0.8,2,-0.42762103
replenishment 250 700,R,600,6,0.78,0.8,3,0.42128767
replenishment 250 700,R,600,6,0.78,0.8,4,-0.14056764
replenishment 250 700,R,600,6,0.78,0.8,5,0.11536532
replenishment 250 700,R,600,7,0.8,0.88,0,3.8880659
replenishment 250 700,R,600,7,0.8,0.88,1,0.0039391512
replenishment 250 700,R,600,7,0.8,0.88,2,-4.3771807000000006e-05
replenishment 250 700,R,600,7,0.8,0.88,3,-2.8615877000000002e-05
replenishment 250 700,R,600,7,0.8,0.88,4,3.2171562999999998e-06
replenishment 250 700,R,600,7,0.8,0.88,5,7.210546699999999e-06
replenishment 250 700,R,600,7,0.8,0.88,6,2.6951444e-06
replenishment 250 700,R,600,7,0.8,0.88,7,7.391174499999999e-07
replenishment 250 700,R,600,7,0.8,0.88,8,-4.6487663e-06
replenishment 250 700,R,600,8,0.88,0.95,0,3.8948678
replenishment 250 700,R,600,8,0.88,0.95,1,0.0028789724
replenishment 250 700,R,600,8,0.88,0.95,2,-4.876841e-05
replenishment 250 700,R,600,8,0.88,0.95,3,1.7208744e-05
replenishment 250 700,R,600,8,0.88,0.95,4,1.0329596e-06
replenishment 250 700,R,600,8,0.88,0.95,5,-3.6122597999999996e-06
replenishment 250 700,R,600,8,0.88,0.95,6,-1.2554932e-06
replenishment 250 700,R,600,8,0.88,0.95,7,4.3482163999999995e-06
replenishment 250 700,R,600,8,0.88,0.95,8,-3.5117668999999998e-06
replenishment 250 700,R,600,9,0.95,1.0,0,3.8999248
replenishment 250 700,R,600,9,0.95,1.0,1,0.0023826393
replenishment 250 700,R,600,9,0.95,1.0,2,0.00026436565
replenishment 250 700,R,600,9,0.95,1.0,3,0.00015255665
replenishment 250 700,R,600,9,0.95,1.0,4,7.765330900000001e-05
replenishment 250 700,R,600,9,0.95,1.0,5,5.2905976000000006e-05
replenishment 250 700,R,600,9,0.95,1.0,6,3.6271908e-05
replenishment 250 700,R,600,9,0.95,1.0,7,2.1970339000000002e-05
replenishment 250 700,R,600,9,0.95,1.0,8,5.4523053e-06
replenishment 250 700,R,700,0,0.0,0.2,0,1.1471233
replenishment 250 700,R,700,0,0.0,0.2,1,0.036459609
replenishment 250 700,R,700,0,0.0,0.2,2,-0.0052998326
replenishment 250 700,R,700,0,0.0,0.2,3,0.0037118292
replenishment 250 700,R,700,0,0.0,0.2,4,-0.0025416792
replenishment 250 700,R,700,0,0.0,0.2,5,0.0016200229
replenishment 250 700,R,700,0,0.0,0.2,6,-0.0013027306
replenishment 250 700,R,700,0,0.0,0.2,7,0.00074340074
replenishment 250 700,R,700,0,0.0,0.2,8,-0.00057224835
replenishment 250 700,R,700,1,0.2,0.4,0,1.2137395
replenishment 250 700,R,700,1,0.2,0.4,1,0.033919588
replenishment 250 700,R,700,1,0.2,0.4,2,0.0011137553
replenishment 250 700,R,700,1,0.2,0.4,3,9.0123227e-05
replenishment 250 700,R,700,1,0.2,0.4,4,7.0793803999999996e-06
replenishment 250 700,R,700,1,0.2,0.4,5,-2.8940136000000003e-05
replenishment 250 700,R,700,1,0.2,0.4,6,-7.852505100000001e-05
replenishment 250 700,R,700,1,0.2,0.4,7,8.120440399999999e-06
replenishment 250 700,R,700,1,0.2,0.4,8,7.3761771e-05
replenishment 250 700,R,700,2,0.4,0.6,0,1.3072648
replenishment 250 700,R,700,2,0.4,0.6,1,0.072222998
replenishment 250 700,R,700,2,0.4,0.6,2,0.021509691
replenishment 250 700,R,700,2,0.4,0.6,3,0.012151835
replenishment 250 700,R,700,2,0.4,0.6,4,0.0050166096
replenishment 250 700,R,700,2,0.4,0.6,5,0.00012864709
replenishment 250 700,R,700,2,0.4,0.6,6,-0.0022402224
replenishment 250 700,R,700,2,0.4,0.6,7,-0.002415402
replenishment 250 700,R,700,2,0.4,0.6,8,-0.0014724981
replenishment 250 700,R,700,3,0.6,0.72,0,1.5367583
replenishment 250 700,R,700,3,0.6,0.72,1,0.10936495
replenishment 250 700,R,700,3,0.6,0.72,2,-0.0095768819
replenishment 250 700,R,700,3,0.6,0.72,3,0.0012472645
replenishment 250 700,R,700,3,0.6,0.72,4,0.00024902477
replenishment 250 700,R,700,3,0.6,0.72,5,0.00010062766000000002
replenishment 250 700,R,700,3,0.6,0.72,6,0.00042806494
replenishment 250 700,R,700,3,0.6,0.72,7,-0.0009242310800000001
replenishment 250 700,R,700,3,0.6,0.72,8,0.00020912478
replenishment 250 700,R,700,4,0.72,0.76,0,1.6656805
replenishment 250 700,R,700,4,0.72,0.76,1,0.027564791
replenishment 250 700,R,700,4,0.72,0.76,2,0.0027705959
replenishment 250 700,R,700,4,0.72,0.76,3,0.00051453013
replenishment 250 700,R,700,4,0.72,0.76,4,0.001171026
replenishment 250 700,R,700,4,0.72,0.76,5,-8.806720500000002e-05
replenishment 250 700,R,700,4,0.72,0.76,6,0.00074917649
replenishment 250 700,R,700,4,0.72,0.76,7,0.00010099257
replenishment 250 700,R,700,4,0.72,0.76,8,0.00038216477000000006
replenishment 250 700,R,700,5,0.76,0.78,0,1.7120287
replenishment 250 700,R,700,5,0.76,0.78,1,0.018390025
replenishment 250 700,R,700,5,0.76,0.78,2,-1.0738697e-12
replenishment 250 700,R,700,5,0.76,0.78,3,-1.0962597e-12
replenishment 250 700,R,700,5,0.76,0.78,4,-5.9292822e-13
replenishment 250 700,R,700,5,0.76,0.78,5,-5.9819871e-13
replenishment 250 700,R,700,6,0.78,0.8,0,1.7488087
replenishment 250 700,R,700,6,0.78,0.8,1,0.018390025
replenishment 250 700,R,700,6,0.78,0.8,2,-9.392973500000001e-13
replenishment 250 700,R,700,6,0.78,0.8,3,-1.0025097e-12
replenishment 250 700,R,700,6,0.78,0.8,4,-5.2552524e-13
replenishment 250 700,R,700,6,0.78,0.8,5,-5.6044038e-13
replenishment 250 700,R,700,7,0.8,0.88,0,1.8667101
replenishment 250 700,R,700,7,0.8,0.88,1,0.10503949
replenishment 250 700,R,700,7,0.8,0.88,2,0.0054539152
replenishment 250 700,R,700,7,0.8,0.88,3,0.00069572842
replenishment 250 700,R,700,7,0.8,0.88,4,0.00029703118000000005
replenishment 250 700,R,700,7,0.8,0.88,5,-0.00099331983
replenishment 250 700,R,700,7,0.8,0.88,6,2.2492673000000002e-05
replenishment 250 700,R,700,7,0.8,0.88,7,0.00016738304
replenishment 250 700,R,700,7,0.8,0.88,8,0.00024929792
replenishment 250 700,R,700,8,0.88,0.95,0,2.0999581
replenishment 250 700,R,700,8,0.88,0.95,1,0.13062966
replenishment 250 700,R,700,8,0.88,0.95,2,0.0081784688
replenishment 250 700,R,700,8,0.88,0.95,3,0.0009038408900000001
replenishment 250 700,R,700,8,0.88,0.95,4,-0.0005152174900000001
replenishment 250 700,R,700,8,0.88,0.95,5,-0.0006369152400000001
replenishment 250 700,R,700,8,0.88,0.95,6,0.0001325009
replenishment 250 700,R,700,8,0.88,0.95,7,0.0008106267300000001
replenishment 250 700,R,700,8,0.88,0.95,8,-6.7896923e-05
replenishment 250 700,R,700,9,0.95,1.0,0,2.3942133
replenishment 250 700,R,700,9,0.95,1.0,1,0.15961451
replenishment 250 700,R,700,9,0.95,1.0,2,0.013932344
replenishment 250 700,R,700,9,0.95,1.0,3,-0.0010618761
replenishment 250 700,R,700,9,0.95,1.0,4,0.001741454
replenishment 250 700,R,700,9,0.95,1.0,5,-0.002097103
replenishment 250 700,R,700,9,0.95,1.0,6,0.00098779234
replenishment 250 700,R,700,9,0.95,1.0,7,-0.0013885912
replenishment 250 700,R,700,9,0.95,1.0,8,0.0011384053
